doc_id,text,advocate_argument,advocate_argument_clean,llm_label,llm_confidence,llm_rationale,is_green_gold
8924645,"1. A data storage apparatus, comprising: a cache layer; a processor in communication with the cache layer, the processor to dynamically enable or disable the cache layer via a cache layer enable line based on a data store access type, where the data store access type is one of a read access type and a write access type; and a read counter to track a read count of read accesses to a non-volatile data store and a write counter to track a write count of write accesses to the non-volatile data store, the read count and the write count to facilitate determining when to dynamically enable or disable the cache layer.","CLAIM:
1. A data storage apparatus, comprising: a cache layer; a processor in communication with the cache layer, the processor to dynamically enable or disable the cache layer via a cache layer enable line based on a data store access type, where the data store access type is one of a read access type and a write access type; and a read counter to track a read count of read accesses to a non-volatile data store and a write counter to track a write count of write accesses to the non-volatile data store, the read count and the write count to facilitate determining when to dynamically enable or disable the cache layer.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.
This patent claim does not contribute to climate change mitigation.",This patent claim does not contribute to climate change mitigation.,0.0,0.95,"The patent claim describes a data storage apparatus designed to optimize cache layer access based on read and write operations. While this may improve performance and potentially reduce energy consumption in certain scenarios, it does not directly address climate change mitigation, such as reducing greenhouse gas emissions or improving energy efficiency. Therefore, it does not qualify under Y02 (Climate Change Mitigation Technologies) criteria.",0.0
9747111,"1. A non-transitory computer readable medium storing instructions for managing execution of a security patch on a managed node communicatively coupled over a network to a management controller, the instructions, when executed by the management controller configured to: determine an estimated time needed to execute the security patch on the managed node; determine an execution policy for the security patch to be executed on the managed node based on the estimated time, the execution policy comprising: receive system information data from the managed node, wherein the system information data comprises network connectivity information and estimated availability time of the managed node, wherein the network connectivity information indicates time or duration of network connectivity of the managed node to the network, and wherein the estimated availability time of the managed node is determined based on a remaining battery life of the managed node; based on the received system information data, determine if the received system information complies with the execution policy by: based on the estimated availability time and network connectivity information of the managed node allowing execution of the security patch based on the execution policy, schedule the security patch on the managed node for execution.","CLAIM:
1. A non-transitory computer readable medium storing instructions for managing execution of a security patch on a managed node communicatively coupled over a network to a management controller, the instructions, when executed by the management controller configured to: determine an estimated time needed to execute the security patch on the managed node; determine an execution policy for the security patch to be executed on the managed node based on the estimated time, the execution policy comprising: receive system information data from the managed node, wherein the system information data comprises network connectivity information and estimated availability time of the managed node, wherein the network connectivity information indicates time or duration of network connectivity of the managed node to the network, and wherein the estimated availability time of the managed node is determined based on a remaining battery life of the managed node; based on the received system information data, determine if the received system information complies with the execution policy by: based on the estimated availability time and network connectivity information of the managed node allowing execution of the security patch based on the execution policy, schedule the security patch on the managed node for execution.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not contribute to climate change mitigation.",This patent claim does not contribute to climate change mitigation.,0.0,0.9,"The described method focuses on operational efficiency and security management, which do not directly contribute to reducing greenhouse gas emissions or other environmental impacts. It does not address the specific criteria for climate change mitigation as required by the Y02 classification.",0.0
9812663,"1. A light-emitting device comprising: a first electrode comprising indium, tin and oxygen; a light-emitting layer over the first electrode, the light-emitting layer comprising a phosphorescent material; a second electrode over the light-emitting layer; a protective layer over and in contact with the second electrode, the protective layer comprising: wherein the protective layer is not in contact with the first electrode.","CLAIM:
1. A light-emitting device comprising: a first electrode comprising indium, tin and oxygen; a light-emitting layer over the first electrode, the light-emitting layer comprising a phosphorescent material; a second electrode over the light-emitting layer; a protective layer over and in contact with the second electrode, the protective layer comprising: wherein the protective layer is not in contact with the first electrode.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim describes a light-emitting device comprising a first electrode, a light-emitting layer, a second electrode, and a protective layer. The first electrode comprises indium, tin, and oxygen. The light-emitting layer is over the first electrode and comprises a phosphorescent material. The second electrode is over the light-emitting layer, and the protective layer is over and in contact with the second electrode. The protective layer comprises silicon dioxide, silicon nitride, and silicon oxide. The protective layer is not in contact with the first electrode. This claim does not describe a technology that contributes to climate change mitigation.","This patent claim describes a light-emitting device comprising a first electrode, a light-emitting layer, a second electrode, and a protective layer. The first electrode comprises indium, tin, and oxygen. The light-emitting layer is over the first electrode and comprises a phosphorescent material. The second electrode is over the light-emitting layer, and the protective layer is over and in contact with the second electrode. The protective layer comprises silicon dioxide, silicon nitride, and silicon oxide. The protective layer is not in contact with the first electrode. This claim does not describe a technology that contributes to climate change mitigation.",0.0,0.8,"The patent claim describes a light-emitting device with specific materials, but it does not explicitly state any environmental benefits or contributions to climate change mitigation. While the use of certain materials might lead to more energy-efficient devices, the claim lacks sufficient evidence to classify this technology under Y02 (Climate Change Mitigation Technologies).",0.0
8610489,"1. A switch circuit comprising: a depletion-mode field-effect transistor (DMFET) having an ON-state and an OFF-state, wherein the DMFET is configured to couple a first node to a second node in the ON-state, and wherein the DMFET is configured to isolate the first node from the second node in the OFF-state; a negative charge pump that is coupled to a gate terminal of the DMFET, the charge pump configured to supply a negative charge pump voltage to the gate terminal of the DMFET; and a negative discriminator coupled to the charge pump, the discriminator configured to compare a first voltage at the first node and a second voltage at the second node and to determine the negative charge pump voltage based on the comparison.","CLAIM:
1. A switch circuit comprising: a depletion-mode field-effect transistor (DMFET) having an ON-state and an OFF-state, wherein the DMFET is configured to couple a first node to a second node in the ON-state, and wherein the DMFET is configured to isolate the first node from the second node in the OFF-state; a negative charge pump that is coupled to a gate terminal of the DMFET, the charge pump configured to supply a negative charge pump voltage to the gate terminal of the DMFET; and a negative discriminator coupled to the charge pump, the discriminator configured to compare a first voltage at the first node and a second voltage at the second node and to determine the negative charge pump voltage based on the comparison.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not describe a technology that contributes to climate change mitigation under Y02.",This patent claim does not describe a technology that contributes to climate change mitigation under Y02.,0.0,0.95,"The patent claim describes a switch circuit comprising a depletion-mode field-effect transistor (DMFET), a negative charge pump, and a negative discriminator. While this circuit could potentially be used in energy-efficient systems, the claim itself does not explicitly address any environmental benefits or contributions to climate change mitigation. The focus is on the operational functionality of a fundamental electronic component rather than addressing broader environmental issues.",0.0
9012655,"1. A compound having a sulfur-containing ring, or prodrugs or pharmaceutically acceptable salts thereof, of one of Formulas I: in which E is —CH R additionally, R additionally, R R R and R","CLAIM:
1. A compound having a sulfur-containing ring, or prodrugs or pharmaceutically acceptable salts thereof, of one of Formulas I: in which E is —CH R additionally, R additionally, R R R and R

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not describe a technology that contributes to climate change mitigation under Y02.",This patent claim does not describe a technology that contributes to climate change mitigation under Y02.,0.0,0.95,"The patent claim describes a compound with a sulfur-containing ring, its prodrugs, and pharmaceutically acceptable salts. There is no evidence or claim of the compound’s application in reducing greenhouse gas emissions, improving energy efficiency, or any other form of climate change mitigation technology. Therefore, it does not meet the Y02 criteria for technologies that contribute to climate change mitigation.",0.0
9331189,"1. An electronic device, comprising: a first conducting layer; a second conducting layer; and an insulating layer provided between the first conducting layer and the second conducting layer; wherein the electronic device includes at least one side wall that extends from the first conducting layer to the second conducting layer and that includes at least a portion of each of the first conducting layer, the second conducting layer and the insulating layer, wherein the electronic device is structured such that responsive to a bias voltage being applied between the first conducting layer and the second conducting layer, a two dimensional electron system is induced in at least one of the first conducting layer and the second conducting layer, and such that electrons from the two dimensional electron system are emitted from the at least one side wall side wall as a result of Coulombic repulsion and travel in air from the one of the first conducting layer and the second conducting layer to the other of the first conducting layer and the second conducting layer, wherein the first and second conducting layers are made of conductive materials that can provide mobile charge carriers (electrons or holes) and may include metal, semiconductor, oxide semiconductor, graphene and graphite material, and the insulating layer is made of an insulating material and may include air/vacuum and dielectric material such as oxide, nitride, wide bandgap semiconductor material, and wherein the conductive material is n-type silicon semiconductor, wherein responsive to the bias voltage the two dimensional electron system is induced in the second conducting layer, and wherein the electrons emitted from the at least one side wall travel in air from the second conducting layer to the first conducting layer.","CLAIM:
1. An electronic device, comprising: a first conducting layer; a second conducting layer; and an insulating layer provided between the first conducting layer and the second conducting layer; wherein the electronic device includes at least one side wall that extends from the first conducting layer to the second conducting layer and that includes at least a portion of each of the first conducting layer, the second conducting layer and the insulating layer, wherein the electronic device is structured such that responsive to a bias voltage being applied between the first conducting layer and the second conducting layer, a two dimensional electron system is induced in at least one of the first conducting layer and the second conducting layer, and such that electrons from the two dimensional electron system are emitted from the at least one side wall side wall as a result of Coulombic repulsion and travel in air from the one of the first conducting layer and the second conducting layer to the other of the first conducting layer and the second conducting layer, wherein the first and second conducting layers are made of conductive materials that can provide mobile charge carriers (electrons or holes) and may include metal, semiconductor, oxide semiconductor, graphene and graphite material, and the insulating layer is made of an insulating material and may include air/vacuum and dielectric material such as oxide, nitride, wide bandgap semiconductor material, and wherein the conductive material is n-type silicon semiconductor, wherein responsive to the bias voltage the two dimensional electron system is induced in the second conducting layer, and wherein the electrons emitted from the at least one side wall travel in air from the second conducting layer to the first conducting layer.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not contribute to climate change mitigation under Y02.",This patent claim does not contribute to climate change mitigation under Y02.,0.0,0.95,"The patent claim describes an electronic device with specific layers and functionalities, but does not contribute to climate change mitigation. The technology focuses on the design and operation of an electronic component, which does not address environmental or climate-related issues such as reducing greenhouse gas emissions or improving energy efficiency.",0.0
9460429,"1. A method of collecting tolls through an app in a mobile device comprising: receiving position information of a plurality of toll gantries from a database, wherein said toll gantries comprise a main gantry, an on ramp gantry and an off ramp gantry; reading GPS location data from a mobile device; creating a plurality of trip segments based on said GPS location data wherein direction of the mobile device is calculated; determining whether the mobile device is travelling on a toll road; calculating the time when the vehicle is passing through a gantry using the position information of said toll gantries and trip segments; calculating toll charges based on said plurality of trip segments and a time when said mobile device travels through said toll gantries; communicating with a toll road reinforcement system; generating a toll charge transaction; notifying user of the mobile device on the toll charges; processing payment of the toll charges.","CLAIM:
1. A method of collecting tolls through an app in a mobile device comprising: receiving position information of a plurality of toll gantries from a database, wherein said toll gantries comprise a main gantry, an on ramp gantry and an off ramp gantry; reading GPS location data from a mobile device; creating a plurality of trip segments based on said GPS location data wherein direction of the mobile device is calculated; determining whether the mobile device is travelling on a toll road; calculating the time when the vehicle is passing through a gantry using the position information of said toll gantries and trip segments; calculating toll charges based on said plurality of trip segments and a time when said mobile device travels through said toll gantries; communicating with a toll road reinforcement system; generating a toll charge transaction; notifying user of the mobile device on the toll charges; processing payment of the toll charges.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not contribute to climate change mitigation. It describes a method of collecting tolls through an app in a mobile device.",This patent claim does not contribute to climate change mitigation. It describes a method of collecting tolls through an app in a mobile device.,0.0,0.95,"The method described does not reduce emissions, conserve energy, or promote sustainable practices. It merely optimizes the financial and operational efficiency of toll collection systems, which does not meet the criteria for Y02 classification.",0.0
8652582,"1. A method of making a ligand functionalized substrate, the method comprises the steps of: 1) providing a base substrate; 2) coating the substrate with a solution comprising (a) at least one grafting monomer having an acryloyl group and a photoinitiator group; (b) one or more ligand monomers of the formula: wherein R 1 is H or C 1 -C 4 alkyl, R 2 is a divalent alkylene optionally containing an ester, amide, urethane or urea linking group; each R 3 is independently H or C 1 -C 4 alkyl, R 4 is H, C 1 -C 4 alkyl or —N(R 3 ) 2 ; and X 1 is —O— or —NR 3 —, (c) optionally one or more monomers having at least one acryloyl group and at least one additional ethylenically unsaturated, free-radically polymerizable group; and (d) optionally one or more hydrophilic monomers; 3) exposing the coated base substrate to ionizing radiation to form a first functionalized substrate comprising grafted photoinitiator groups attached to the surface of the base substrate and unreacted (b), (c) and (d) monomers having ethylenically unsaturated, free-radically polymerizable groups, and 4) exposing the base substrate comprising grafted photoinitiator groups to UV radiation to polymerize the remaining ethylenically unsaturated, free-radically polymerizable groups of the (b), (c) and (d) monomers.","CLAIM:
1. A method of making a ligand functionalized substrate, the method comprises the steps of: 1) providing a base substrate; 2) coating the substrate with a solution comprising (a) at least one grafting monomer having an acryloyl group and a photoinitiator group; (b) one or more ligand monomers of the formula: wherein R 1 is H or C 1 -C 4 alkyl, R 2 is a divalent alkylene optionally containing an ester, amide, urethane or urea linking group; each R 3 is independently H or C 1 -C 4 alkyl, R 4 is H, C 1 -C 4 alkyl or —N(R 3 ) 2 ; and X 1 is —O— or —NR 3 —, (c) optionally one or more monomers having at least one acryloyl group and at least one additional ethylenically unsaturated, free-radically polymerizable group; and (d) optionally one or more hydrophilic monomers; 3) exposing the coated base substrate to ionizing radiation to form a first functionalized substrate comprising grafted photoinitiator groups attached to the surface of the base substrate and unreacted (b), (c) and (d) monomers having ethylenically unsaturated, free-radically polymerizable groups, and 4) exposing the base substrate comprising grafted photoinitiator groups to UV radiation to polymerize the remaining ethylenically unsaturated, free-radically polymerizable groups of the (b), (c) and (d) monomers.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not contribute to climate change mitigation as it does not describe a renewable energy, efficiency, emissions reduction, or other green technology under Y02.","This patent claim does not contribute to climate change mitigation as it does not describe a renewable energy, efficiency, emissions reduction, or other green technology under Y02.",0.0,0.95,"The method described in the patent claim is a chemical synthesis process for creating a ligand functionalized substrate. It does not inherently contribute to climate change mitigation, renewable energy, energy efficiency, emissions reduction, or any other green technology relevant to the Y02 classification.",0.0
9750784,"1. A method for the treatment and/or prophylaxis of physiological and/or pathophysiological conditions, selected from the group consisting of arthrosis, traumatic cartilage injuries, arthritis, pain, allodynia and hyperalgesia, comprising intraarticular administration to a patient in need of said treatment of a pharmaceutical preparation comprising pepstatin and/or one of its physiologically acceptable salts, solvates, prodrugs and stereoisomers, including mixtures thereof in all ratios, and one or more excipients and/or adjuvants, said preparation formulated for intraarticular administration for the treatment and/or prophylaxis of said physiological and/or pathophysiological conditions, wherein the pharmaceutical preparation is formulated for administration weekly to yearly, and wherein the pharmaceutical preparation is administered weekly to yearly.","CLAIM:
1. A method for the treatment and/or prophylaxis of physiological and/or pathophysiological conditions, selected from the group consisting of arthrosis, traumatic cartilage injuries, arthritis, pain, allodynia and hyperalgesia, comprising intraarticular administration to a patient in need of said treatment of a pharmaceutical preparation comprising pepstatin and/or one of its physiologically acceptable salts, solvates, prodrugs and stereoisomers, including mixtures thereof in all ratios, and one or more excipients and/or adjuvants, said preparation formulated for intraarticular administration for the treatment and/or prophylaxis of said physiological and/or pathophysiological conditions, wherein the pharmaceutical preparation is formulated for administration weekly to yearly, and wherein the pharmaceutical preparation is administered weekly to yearly.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not describe a technology that contributes to climate change mitigation under Y02.",This patent claim does not describe a technology that contributes to climate change mitigation under Y02.,0.0,0.95,"The patent claim describes a method for treating and/or prophylaxis of various physiological and pathophysiological conditions using pepstatin and its derivatives. This method does not address renewable energy, energy efficiency, emissions reduction, or any other green technologies relevant to climate change mitigation. Therefore, it does not qualify under Y02.",0.0
9408385,1. A composition comprising: a) N-{2-[3-chloro-5-(trifluoromethyl)-2-pyridinyl]ethyl}-2-trifluoromethylbenzamide; and b) an insecticide selected from the group consisting of rynaxypyr and ethiprole; wherein the (a)/(b) weight ratio is from 1/125 to 125/1.,"CLAIM:
1. A composition comprising: a) N-{2-[3-chloro-5-(trifluoromethyl)-2-pyridinyl]ethyl}-2-trifluoromethylbenzamide; and b) an insecticide selected from the group consisting of rynaxypyr and ethiprole; wherein the (a)/(b) weight ratio is from 1/125 to 125/1.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not describe a technology that contributes to climate change mitigation.",This patent claim does not describe a technology that contributes to climate change mitigation.,0.0,0.95,"The patent claim describes a composition for treating insect infestations, which does not contribute to climate change mitigation or sustainability efforts. It does not involve renewable energy, energy efficiency, emissions reduction, or other green technologies relevant to Y02 criteria.",0.0
9570495,"1. A solid-state imaging device, comprising: a substrate having a charge accumulation region, wherein the charge accumulation region is formed within the substrate; a transparent electrode; and a photoelectric conversion region configured to generate signal charges to be accumulated in the charge accumulation region, wherein the photoelectric conversion region is provided on and is in contact with the charge accumulation region and with the substrate, wherein the photoelectric conversion region comprises a material that is not transparent and that blocks light from entering the charge accumulation region, wherein about 1.8×10","CLAIM:
1. A solid-state imaging device, comprising: a substrate having a charge accumulation region, wherein the charge accumulation region is formed within the substrate; a transparent electrode; and a photoelectric conversion region configured to generate signal charges to be accumulated in the charge accumulation region, wherein the photoelectric conversion region is provided on and is in contact with the charge accumulation region and with the substrate, wherein the photoelectric conversion region comprises a material that is not transparent and that blocks light from entering the charge accumulation region, wherein about 1.8×10

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.
This patent claim does not contribute to climate change mitigation.",This patent claim does not contribute to climate change mitigation.,0.0,0.95,"The patent claim describes a solid-state imaging device, which is primarily used for image capture and processing. This device does not contribute to climate change mitigation through renewable energy, energy efficiency, or emissions reduction. Therefore, it does not qualify under Y02 (green climate mitigation technology) criteria.",0.0
8428205,"1. A communications apparatus, comprising: a first wireless communications module providing a first wireless communications service and communicating with a first communications device in compliance with a first protocol; a second wireless communications module providing a second wireless communications service and communicating with a second communications device in compliance with a second protocol; and a clock source shared by the first and the second communications modules and providing a reference clock to the first and the second communications modules, wherein the first wireless communications module detects a request from the second wireless communications module for activating the clock source, determines whether the reference clock has been stably generated by the clock source, and adjusts an electrical characteristic of the clock source to facilitate the reference clock output from the clock source to achieve a target frequency when the reference clock has not been stably generated.","CLAIM:
1. A communications apparatus, comprising: a first wireless communications module providing a first wireless communications service and communicating with a first communications device in compliance with a first protocol; a second wireless communications module providing a second wireless communications service and communicating with a second communications device in compliance with a second protocol; and a clock source shared by the first and the second communications modules and providing a reference clock to the first and the second communications modules, wherein the first wireless communications module detects a request from the second wireless communications module for activating the clock source, determines whether the reference clock has been stably generated by the clock source, and adjusts an electrical characteristic of the clock source to facilitate the reference clock output from the clock source to achieve a target frequency when the reference clock has not been stably generated.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.

This patent claim does not contribute to climate change mitigation under the Y02 taxonomy.",This patent claim does not contribute to climate change mitigation under the Y02 taxonomy.,0.0,0.95,"The patent claim focuses on improving the stability and efficiency of communication systems, which is a technical improvement rather than an environmental solution. It does not explicitly address or contribute to climate change mitigation, such as reducing greenhouse gas emissions or improving energy efficiency.",0.0
9680123,"1. A light emitting device, comprising: a substrate; a first electrode layer disposed on the substrate, the first electrode layer further including: an organic light emitting layer, disposed on the substrate; and a second electrode layer, disposed on the substrate, and the organic light emitting layer is between the first electrode layer and the second electrode layer in the thickness direction of the substrate.","CLAIM:
1. A light emitting device, comprising: a substrate; a first electrode layer disposed on the substrate, the first electrode layer further including: an organic light emitting layer, disposed on the substrate; and a second electrode layer, disposed on the substrate, and the organic light emitting layer is between the first electrode layer and the second electrode layer in the thickness direction of the substrate.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.
This patent claim does not describe a green/sustainable technology under Y02.",This patent claim does not describe a green/sustainable technology under Y02.,0.0,0.9,"The patent claim describes a light emitting device, which is a general technological improvement in display technology. However, it does not provide specific details about the materials used, energy consumption, or environmental benefits. Without such information, it cannot be classified as a green/sustainable technology under the Y02 taxonomy.",0.0
9296376,"1. A vehicle brake system comprising: a hydraulic brake device having a master cylinder for generating a base hydraulic pressure corresponding to a manipulation amount of a braking manipulation member, a pump for generating a controlled hydraulic pressure, and a hydraulic control unit configured to add a base hydraulic brake force corresponding to the base hydraulic pressure and a controlled hydraulic brake force corresponding to the controlled hydraulic pressure, the hydraulic control unit further configured to control the hydraulic brake device to apply the added brake forces to wheels; a regenerative brake device for applying a regenerative brake force to driving wheels which are included in the wheels, the regenerative brake device comprising a generator motor for driving the driving wheels and for generating the regenerative brake force applied to the driving wheels; wherein the wheels are four wheels including two front wheels and two rear wheels, the driving wheels being selected as the two front wheels or the two rear wheels; and a brake control device configured to cooperatively control the hydraulic brake device and the regenerative brake device; wherein the brake control device includes: a driver target brake force calculation section for calculating a driver target brake force for each wheel corresponding to the manipulation amount of the braking manipulation member; a compensation brake force setting section for enabling the brake control device to set compensation brake forces for the respective wheels independently of the driver target brake force; a selection compensation section for selecting a larger one of the driver target brake force and the compensation brake force for each wheel and for subtracting the base hydraulic brake force from the selected one brake force to set a compensated target brake force for each wheel; and a distribution control section configured to control the compensated target brake force for each wheel to be distributed to the controlled hydraulic brake force provided by the hydraulic brake device for each wheel and the regenerative brake force provided by the regenerative brake device for each driving wheel; wherein the distribution control section includes: a left right comparison section for comparing a right side sum made by adding the compensated target brake forces for the front and rear wheels on a right side with a left side sum made by adding the compensated target forces for the front and rear wheel on a left side, each of the compensated target brake forces being calculated by the selection compensation section; a left right equal-time distribution control section being operable when the right side sum and the left side sum are equal, for applying to the generator motor a demand regenerative brake force which is obtained by the addition of the compensated target brake forces for the four wheels, acquiring an executed regenerative brake force which was generated by the generator motor, and subtracting a value which is obtained by dividing the executed regenerative brake force by four, from each of the compensated target brake forces for the four wheels to set respective differences as the respective controlled hydraulic brake forces applied by the hydraulic brake device for each wheel; and a left right unequal-time distribution control section being operable when the right side sum and the left side sum differ, for applying to the generator motor a demand regenerative brake force which is obtained by doubling a smaller one of the right side sum and the left side sum, acquiring the executed regenerative brake force which was generated by the generator motor, and subtracting a value which is obtained by dividing the executed regenerative brake force by four, from each of the compensated target brake forces for the four wheels to set respective differences as the respective controlled hydraulic brake forces applied by the hydraulic brake device for each wheel.","CLAIM:
1. A vehicle brake system comprising: a hydraulic brake device having a master cylinder for generating a base hydraulic pressure corresponding to a manipulation amount of a braking manipulation member, a pump for generating a controlled hydraulic pressure, and a hydraulic control unit configured to add a base hydraulic brake force corresponding to the base hydraulic pressure and a controlled hydraulic brake force corresponding to the controlled hydraulic pressure, the hydraulic control unit further configured to control the hydraulic brake device to apply the added brake forces to wheels; a regenerative brake device for applying a regenerative brake force to driving wheels which are included in the wheels, the regenerative brake device comprising a generator motor for driving the driving wheels and for generating the regenerative brake force applied to the driving wheels; wherein the wheels are four wheels including two front wheels and two rear wheels, the driving wheels being selected as the two front wheels or the two rear wheels; and a brake control device configured to cooperatively control the hydraulic brake device and the regenerative brake device; wherein the brake control device includes: a driver target brake force calculation section for calculating a driver target brake force for each wheel corresponding to the manipulation amount of the braking manipulation member; a compensation brake force setting section for enabling the brake control device to set compensation brake forces for the respective wheels independently of the driver target brake force; a selection compensation section for selecting a larger one of the driver target brake force and the compensation brake force for each wheel and for subtracting the base hydraulic brake force from the selected one brake force to set a compensated target brake force for each wheel; and a distribution control section configured to control the compensated target brake force for each wheel to be distributed to the controlled hydraulic brake force provided by the hydraulic brake device for each wheel and the regenerative brake force provided by the regenerative brake device for each driving wheel; wherein the distribution control section includes: a left right comparison section for comparing a right side sum made by adding the compensated target brake forces for the front and rear wheels on a right side with a left side sum made by adding the compensated target forces for the front and rear wheel on a left side, each of the compensated target brake forces being calculated by the selection compensation section; a left right equal-time distribution control section being operable when the right side sum and the left side sum are equal, for applying to the generator motor a demand regenerative brake force which is obtained by the addition of the compensated target brake forces for the four wheels, acquiring an executed regenerative brake force which was generated by the generator motor, and subtracting a value which is obtained by dividing the executed regenerative brake force by four, from each of the compensated target brake forces for the four wheels to set respective differences as the respective controlled hydraulic brake forces applied by the hydraulic brake device for each wheel; and a left right unequal-time distribution control section being operable when the right side sum and the left side sum differ, for applying to the generator motor a demand regenerative brake force which is obtained by doubling a smaller one of the right side sum and the left side sum, acquiring the executed regenerative brake force which was generated by the generator motor, and subtracting a value which is obtained by dividing the executed regenerative brake force by four, from each of the compensated target brake forces for the four wheels to set respective differences as the respective controlled hydraulic brake forces applied by the hydraulic brake device for each wheel.

Argue why this patent contributes to climate change mitigation (Y02 class).
Focus on renewable energy, efficiency, emissions reduction, or other green technologies.
This patent claim describes a vehicle brake system comprising a hydraulic brake device and a regenerative brake device, wherein the hydraulic brake device includes a master cylinder, a pump, and a hydraulic control unit configured to add a base hydraulic brake force and a controlled hydraulic brake force, the regenerative brake device includes a generator motor, and the brake control device is configured to cooperatively control the hydraulic brake device and the regenerative brake device. The brake control device includes a driver target brake force calculation section, a compensation brake force setting section, a selection compensation section, and a distribution control section. The driver target brake force calculation section calculates a driver target brake force for each wheel corresponding to the manipulation amount of the braking manipulation member, the compensation brake force setting section enables the brake control device to set compensation brake forces for the respective wheels independently of the driver target brake force, the selection compensation section selects a larger one of the driver target brake force and the compensation brake force for each wheel and subtracts the base hydraulic brake force from the selected one brake force to set a compensated target brake force for each wheel, and the distribution control section controls the compensated target brake force for each wheel to be distributed to the controlled hydraulic brake force provided by the hydraulic brake device for each wheel and the regenerative brake force provided by the regenerative brake device for each driving wheel. The distribution control section includes a left right comparison section, a left right equal-time distribution control section, and a left right unequal-time distribution control section. The left right comparison section compares a right side sum made by adding the compensated target brake forces for the front and rear wheels on a right side with a left side sum made by adding the compensated target forces for the front and rear wheel on a left side, each of the compensated target brake forces being calculated by the selection compensation section, the left right equal-time distribution control section applies to the generator motor a demand regenerative brake force which is obtained by the addition of the compensated target brake forces for the four wheels, acquires an executed regenerative brake force which was generated by the generator motor, and subtracts a value which is obtained by dividing the executed regenerative","This patent claim describes a vehicle brake system comprising a hydraulic brake device and a regenerative brake device, wherein the hydraulic brake device includes a master cylinder, a pump, and a hydraulic control unit configured to add a base hydraulic brake force and a controlled hydraulic brake force, the regenerative brake device includes a generator motor, and the brake control device is configured to cooperatively control the hydraulic brake device and the regenerative brake device. The brake control device includes a driver target brake force calculation section, a compensation brake force setting section, a selection compensation section, and a distribution control section. The driver target brake force calculation section calculates a driver target brake force for each wheel corresponding to the manipulation amount of the braking manipulation member, the compensation brake force setting section enables the brake control device to set compensation brake forces for the respective wheels independently of the driver target brake force, the selection compensation section selects a larger one of the driver target brake force and the compensation brake force for each wheel and subtracts the base hydraulic brake force from the selected one brake force to set a compensated target brake force for each wheel, and the distribution control section controls the compensated target brake force for each wheel to be distributed to the controlled hydraulic brake force provided by the hydraulic brake device for each wheel and the regenerative brake force provided by the regenerative brake device for each driving wheel. The distribution control section includes a left right comparison section, a left right equal-time distribution control section, and a left right unequal-time distribution control section. The left right comparison section compares a right side sum made by adding the compensated target brake forces for the front and rear wheels on a right side with a left side sum made by adding the compensated target forces for the front and rear wheel on a left side, each of the compensated target brake forces being calculated by the selection compensation section, the left right equal-time distribution control section applies to the generator motor a demand regenerative brake force which is obtained by the addition of the compensated target brake forces for the four wheels, acquires an executed regenerative brake force which was generated by the generator motor, and subtracts a value which is obtained by dividing the executed regenerative",0.0,0.95,"The patent claim describes a vehicle brake system focused on enhancing braking performance and safety, without addressing any environmental benefits or sustainability measures. It does not contribute to reducing greenhouse gas emissions or promoting sustainable transportation, which are key criteria for the Y02 taxonomy.",0.0
